date,id,activity,gold,iron,oil,silver,copper,aus,chn,clp,per,copper_L1,copper_L2,copper_L3,copper_L4,copper_L5,activity_L1
01-04-12,268.0000,-45.9470,1651.2500,145.4000,104.8700,31.2000,8529.5000,0.9662,6.3043,486.0010,2.6577,8480.0000,8585.0000,8485.5000,7554.0000,7405.5000,-63.1818
01-05-12,269.0000,-37.9601,1558.0000,134.8000,86.5300,28.1000,7517.0000,1.0020,6.3242,497.0881,2.6700,8529.5000,8480.0000,8585.0000,8485.5000,7554.0000,-45.9470
01-06-12,270.0000,-53.8213,1598.5000,134.0000,84.9600,27.0800,7604.5000,1.0014,6.3633,505.6281,2.6712,7517.0000,8529.5000,8480.0000,8585.0000,8485.5000,-37.9601
01-07-12,271.0000,-41.7310,1622.0000,117.0000,88.0600,28.2000,7581.0000,0.9709,6.3717,491.9345,2.6358,7604.5000,7517.0000,8529.5000,8480.0000,8585.0000,-53.8213
01-08-12,272.0000,-74.9732,1648.5000,89.4000,96.4700,30.5200,7576.5000,0.9547,6.3593,480.9941,2.6165,7581.0000,7604.5000,7517.0000,8529.5000,8480.0000,-41.7310
01-09-12,273.0000,-82.6134,1776.0000,104.2000,92.1900,34.6500,8267.5000,0.9610,6.3200,474.9718,2.6033,7576.5000,7581.0000,7604.5000,7517.0000,8529.5000,-74.9732
01-10-12,274.0000,-52.9257,1719.0000,119.3000,86.2400,32.2800,7819.0000,0.9711,6.2627,475.3627,2.5881,8267.5000,7576.5000,7581.0000,7604.5000,7517.0000,-82.6134
01-11-12,275.0000,-45.2854,1726.0000,115.6000,88.9100,34.2800,7949.0000,0.9611,6.2338,480.5705,2.5992,7819.0000,8267.5000,7576.5000,7581.0000,7604.5000,-52.9257
01-12-12,276.0000,-63.1270,1664.0000,144.9000,91.8200,29.9500,7915.0000,0.9556,6.2328,477.1284,2.5676,7949.0000,7819.0000,8267.5000,7576.5000,7581.0000,-45.2854
01-01-13,277.0000,-73.6346,1664.7500,152.5000,97.4900,32.0300,8170.0000,0.9524,6.2215,472.6686,2.5524,7915.0000,7949.0000,7819.0000,8267.5000,7576.5000,-63.1270
01-02-13,278.0000,-77.3952,1588.5000,151.7000,92.0500,28.9500,7828.0000,0.9699,6.2323,472.3445,2.5785,8170.0000,7915.0000,7949.0000,7819.0000,8267.5000,-73.6346
01-03-13,279.0000,-60.7322,1598.2500,137.3000,97.2300,28.6400,7582.5000,0.9667,6.2154,472.4840,2.5945,7828.0000,8170.0000,7915.0000,7949.0000,7819.0000,-77.3952
01-04-13,280.0000,-60.5981,1469.0000,134.1000,93.4600,24.4200,7073.5000,0.9634,6.1861,472.1373,2.5980,7582.5000,7828.0000,8170.0000,7915.0000,7949.0000,-60.7322
01-05-13,281.0000,-63.0966,1394.5000,110.4000,91.9700,22.5700,7241.0000,1.0082,6.1416,479.5829,2.6457,7073.5000,7582.5000,7828.0000,8170.0000,7915.0000,-60.5981
01-06-13,282.0000,-53.2141,1192.0000,116.5000,96.5600,18.8600,6750.5000,1.0593,6.1342,502.8860,2.7484,7241.0000,7073.5000,7582.5000,7828.0000,8170.0000,-63.0966
01-07-13,283.0000,-35.4982,1314.5000,129.9000,105.0300,19.9400,6805.0000,1.0923,6.1343,504.9623,2.7781,6750.5000,7241.0000,7073.5000,7582.5000,7828.0000,-53.2141
01-08-13,284.0000,-38.7408,1394.7500,137.7000,107.9300,23.6400,7095.0000,1.1066,6.1213,512.5886,2.8025,6805.0000,6750.5000,7241.0000,7073.5000,7582.5000,-35.4982
01-09-13,285.0000,4.8543,1326.5000,131.4000,102.3500,21.6800,7290.5000,1.0749,6.1198,504.5700,2.7798,7095.0000,6805.0000,6750.5000,7241.0000,7073.5000,-38.7408
01-10-13,286.0000,16.3511,1324.0000,131.9000,96.2700,22.2000,7234.0000,1.0505,6.1032,500.8064,2.7701,7290.5000,7095.0000,6805.0000,6750.5000,7241.0000,4.8543
01-11-13,287.0000,-2.5687,1253.0000,136.4000,92.4800,19.9300,7027.0000,1.0725,6.0929,519.2500,2.7992,7234.0000,7290.5000,7095.0000,6805.0000,6750.5000,16.3511
01-12-13,288.0000,30.7804,1201.5000,134.2000,98.0400,19.5000,7394.5000,1.1136,6.0738,529.4505,2.7861,7027.0000,7234.0000,7290.5000,7095.0000,6805.0000,-2.5687
01-01-14,289.0000,-8.4501,1251.0000,122.6000,97.5300,19.3100,7091.0000,1.1289,6.0509,537.0295,2.8098,7394.5000,7027.0000,7234.0000,7290.5000,7095.0000,30.7804
01-02-14,290.0000,-33.9954,1326.5000,118.1000,102.8300,21.2700,7097.5000,1.1143,6.0816,554.4085,2.8135,7091.0000,7394.5000,7027.0000,7234.0000,7290.5000,-8.4501
01-03-14,291.0000,-7.6402,1291.7500,116.8000,101.5500,19.9700,6636.0000,1.1002,6.1729,563.8433,2.8071,7097.5000,7091.0000,7394.5000,7027.0000,7234.0000,-33.9954
01-04-14,292.0000,-42.7100,1288.5000,105.4000,100.0600,19.2800,6724.0000,1.0735,6.2246,554.6410,2.7953,6636.0000,7097.5000,7091.0000,7394.5000,7027.0000,-7.6402
01-05-14,293.0000,-48.0289,1250.5000,91.8000,103.3000,19.0000,6995.5000,1.0747,6.2380,555.4020,2.7878,6724.0000,6636.0000,7097.5000,7091.0000,7394.5000,-42.7100
01-06-14,294.0000,-56.3958,1315.0000,93.8000,105.3700,20.8700,6955.0000,1.0678,6.2306,553.0633,2.7951,6995.5000,6724.0000,6636.0000,7097.5000,7091.0000,-48.0289
01-07-14,295.0000,-69.9549,1285.2500,95.6000,98.2300,20.6900,7135.5000,1.0651,6.1984,558.2082,2.7870,6955.0000,6995.5000,6724.0000,6636.0000,7097.5000,-56.3958
01-08-14,296.0000,-53.4002,1285.7500,87.9000,97.6800,19.4700,6995.0000,1.0742,6.1541,579.0520,2.8154,7135.5000,6955.0000,6995.5000,6724.0000,6636.0000,-69.9549
01-09-14,297.0000,-35.1697,1216.5000,77.5000,91.1600,17.1100,6736.0000,1.1060,6.1382,593.4680,2.8650,6995.0000,7135.5000,6955.0000,6995.5000,6724.0000,-53.4002
01-10-14,298.0000,-36.9430,1164.2500,78.5000,80.4800,16.2000,6835.5000,1.1388,6.1251,589.9800,2.9072,6736.0000,6995.0000,7135.5000,6955.0000,6995.5000,-35.1697
01-11-14,299.0000,-17.5280,1182.7500,69.8000,65.8900,15.9700,6515.5000,1.1569,6.1249,592.4595,2.9263,6835.5000,6736.0000,6995.0000,7135.5000,6955.0000,-36.9430
01-12-14,300.0000,-55.2073,1199.2500,71.2000,53.4000,15.9700,6359.0000,1.2111,6.1886,612.9190,2.9631,6515.5000,6835.5000,6736.0000,6995.0000,7135.5000,-17.5280
01-01-15,301.0000,-77.0614,1260.2500,61.7000,48.1700,16.9200,5505.0000,1.2401,6.2181,620.9095,3.0070,6359.0000,6515.5000,6835.5000,6736.0000,6995.0000,-55.2073
01-02-15,302.0000,-106.7472,1214.0000,63.0000,49.6000,16.5300,5880.5000,1.2825,6.2518,623.6175,3.0802,5505.0000,6359.0000,6515.5000,6835.5000,6736.0000,-77.0614
01-03-15,303.0000,-100.2941,1187.0000,51.0000,47.7200,16.6000,6050.5000,1.2947,6.2386,628.5032,3.0931,5880.5000,5505.0000,6359.0000,6515.5000,6835.5000,-106.7472
01-04-15,304.0000,-97.5953,1180.2500,56.2000,59.5400,16.5200,6245.0000,1.2920,6.2010,614.7276,3.1215,6050.5000,5880.5000,5505.0000,6359.0000,6515.5000,-100.2941
01-05-15,305.0000,-96.8086,1191.4000,61.4000,60.2600,16.6700,6088.5000,1.2673,6.2035,607.5968,3.1517,6245.0000,6050.5000,5880.5000,5505.0000,6359.0000,-97.5953
01-06-15,306.0000,-81.1401,1171.0000,59.3000,59.4400,15.7000,5721.0000,1.2962,6.2052,629.9948,3.1624,6088.5000,6245.0000,6050.5000,5880.5000,5505.0000,-96.8086
01-07-15,307.0000,-47.8257,1098.4000,52.9000,47.1100,14.5600,5220.0000,1.3501,6.2085,650.1395,3.1829,5721.0000,6088.5000,6245.0000,6050.5000,5880.5000,-81.1401
01-08-15,308.0000,-38.8150,1135.0000,55.7000,49.1900,14.4400,5095.0000,1.3708,6.3383,688.1157,3.2400,5220.0000,5721.0000,6088.5000,6245.0000,6050.5000,-47.8257
01-09-15,309.0000,-56.5757,1114.0000,54.4000,45.1500,14.6500,5093.0000,1.4166,6.3676,691.7290,3.2205,5095.0000,5220.0000,5721.0000,6088.5000,6245.0000,-38.8150
01-10-15,310.0000,-67.9011,1142.3500,49.5000,46.6000,15.6300,5135.5000,1.3889,6.3505,685.3143,3.2503,5093.0000,5095.0000,5220.0000,5721.0000,6088.5000,-56.5757
01-11-15,311.0000,-98.7498,1061.9000,42.8000,41.6400,14.0800,4595.5000,1.3994,6.3640,704.0024,3.3385,5135.5000,5093.0000,5095.0000,5220.0000,5721.0000,-67.9011
01-12-15,312.0000,-109.9426,1062.2500,42.9000,37.1300,13.8200,4702.0000,1.3799,6.4491,704.2380,3.3851,4595.5000,5135.5000,5093.0000,5095.0000,5220.0000,-98.7498
01-01-16,313.0000,-139.2928,1111.8000,41.5000,33.6700,14.0800,4541.5000,1.4263,6.5726,721.9480,3.4389,4702.0000,4595.5000,5135.5000,5093.0000,5095.0000,-109.9426
01-02-16,314.0000,-162.0024,1234.9000,48.9000,33.8200,14.7500,4705.0000,1.4017,6.5501,704.0848,3.5075,4541.5000,4702.0000,4595.5000,5135.5000,5093.0000,-139.2928
01-03-16,315.0000,-139.9136,1237.0000,53.2000,38.2900,15.3800,4855.5000,1.3326,6.5027,682.0677,3.4098,4705.0000,4541.5000,4702.0000,4595.5000,5135.5000,-162.0024
01-04-16,316.0000,-94.0901,1285.6500,65.2000,45.9600,17.8550,5045.0000,1.3048,6.4754,669.9324,3.3033,4855.5000,4705.0000,4541.5000,4702.0000,4595.5000,-139.9136
01-05-16,317.0000,-92.1366,1212.1000,49.6000,49.1000,16.0600,4700.0000,1.3665,6.5259,681.8705,3.3362,5045.0000,4855.5000,4705.0000,4541.5000,4702.0000,-94.0901
01-06-16,318.0000,-94.2096,1320.7500,54.2000,48.2200,18.3600,4827.0000,1.3512,6.5892,681.0719,3.3184,4700.0000,5045.0000,4855.5000,4705.0000,4541.5000,-92.1366
01-07-16,319.0000,-78.8255,1342.0000,58.8000,41.4900,20.0400,4853.0000,1.3282,6.6771,657.5671,3.3007,4827.0000,4700.0000,5045.0000,4855.5000,4705.0000,-94.2096
01-08-16,320.0000,-83.8479,1309.2500,59.0000,44.7100,18.7400,4602.5000,1.3108,6.6466,658.8905,3.3354,4853.0000,4827.0000,4700.0000,5045.0000,4855.5000,-78.8255
01-09-16,321.0000,-63.2320,1322.5000,55.2000,48.1100,19.3500,4832.0000,1.3173,6.6702,668.6324,3.3845,4602.5000,4853.0000,4827.0000,4700.0000,5045.0000,-83.8479
01-10-16,322.0000,-58.5008,1272.0000,63.8000,46.8400,17.7600,4827.5000,1.3132,6.7303,663.9221,3.3877,4832.0000,4602.5000,4853.0000,4827.0000,4700.0000,-63.2320
01-11-16,323.0000,-37.4164,1178.1000,73.5000,49.4000,16.6700,5740.0000,1.3277,6.8402,666.1176,3.4052,4827.5000,4832.0000,4602.5000,4853.0000,4827.0000,-58.5008
01-12-16,324.0000,-39.6049,1159.1000,81.8000,53.7500,16.2400,5501.0000,1.3613,6.9198,667.1681,3.3980,5740.0000,4827.5000,4832.0000,4602.5000,4853.0000,-37.4164
01-01-17,325.0000,-54.4231,1212.8000,84.0000,52.7600,17.2900,5921.0000,1.3396,6.8907,661.1943,3.3419,5501.0000,5740.0000,4827.5000,4832.0000,4602.5000,-39.6049
01-02-17,326.0000,-72.1877,1255.6000,91.2000,54.0100,18.2800,5936.0000,1.3048,6.8694,643.2095,3.2619,5921.0000,5501.0000,5740.0000,4827.5000,4832.0000,-54.4231
01-03-17,327.0000,-31.2351,1244.8500,79.8000,50.4900,18.0600,5849.0000,1.3120,6.8940,661.2026,3.2655,5936.0000,5921.0000,5501.0000,5740.0000,4827.5000,-72.1877
01-04-17,328.0000,-24.3829,1266.4500,67.8000,49.3100,17.4100,5688.5000,1.3273,6.8876,655.7433,3.2488,5849.0000,5936.0000,5921.0000,5501.0000,5740.0000,-31.2351
01-05-17,329.0000,-46.8981,1266.2000,57.8000,48.2400,17.3100,5615.5000,1.3446,6.8843,671.5395,3.2745,5688.5000,5849.0000,5936.0000,5921.0000,5501.0000,-24.3829
01-06-17,330.0000,-59.1317,1242.2500,63.9000,46.0200,16.4700,5907.5000,1.3224,6.8066,665.1533,3.2695,5615.5000,5688.5000,5849.0000,5936.0000,5921.0000,-46.8981
01-07-17,331.0000,-53.8098,1267.5500,73.8000,50.1600,16.7600,6347.0000,1.2809,6.7694,658.1714,3.2505,5907.5000,5615.5000,5688.5000,5849.0000,5936.0000,-59.1317
01-08-17,332.0000,-30.9044,1311.7500,77.2000,47.2100,17.3400,6792.0000,1.2634,6.6670,644.2418,3.2428,6347.0000,5907.5000,5615.5000,5688.5000,5849.0000,-53.8098
01-09-17,333.0000,-13.4996,1283.1000,61.7000,51.6200,16.8600,6485.0000,1.2541,6.5690,625.5416,3.2476,6792.0000,6347.0000,5907.5000,5615.5000,5688.5000,-30.9044
01-10-17,334.0000,-4.9299,1270.1500,58.7000,54.3100,16.8200,6802.0000,1.2840,6.6254,629.5465,3.2525,6485.0000,6792.0000,6347.0000,5907.5000,5615.5000,-13.4996
01-11-17,335.0000,-7.0983,1280.2000,68.1600,57.3500,16.5700,6761.0000,1.3123,6.6200,633.7676,3.2423,6802.0000,6485.0000,6792.0000,6347.0000,5907.5000,-4.9299
01-12-17,336.0000,3.5954,1296.5000,72.4000,60.4100,16.8650,7157.0000,1.3075,6.5932,636.9237,3.2483,6761.0000,6802.0000,6485.0000,6792.0000,6347.0000,-7.0983
01-01-18,337.0000,-23.1532,1345.0500,72.0500,64.7700,17.2300,7100.5000,1.2569,6.4233,605.5286,3.2166,7157.0000,6761.0000,6802.0000,6485.0000,6792.0000,3.5954
01-02-18,338.0000,-33.1866,1317.8500,78.0200,61.4200,16.4400,6953.0000,1.2711,6.3183,596.8390,3.2496,7100.5000,7157.0000,6761.0000,6802.0000,6485.0000,-23.1532
01-03-18,339.0000,-30.4601,1323.8500,64.8900,64.8600,16.2800,6685.0000,1.2888,6.3174,603.4452,3.2533,6953.0000,7100.5000,7157.0000,6761.0000,6802.0000,-33.1866
01-04-18,340.0000,-32.7454,1313.2000,65.6500,68.5100,16.3800,6783.0000,1.3014,6.2967,600.5476,3.2317,6685.0000,6953.0000,7100.5000,7157.0000,6761.0000,-30.4601
01-05-18,341.0000,-19.2426,1305.3500,64.8800,66.9800,16.5500,6825.0000,1.3289,6.3701,626.1190,3.2749,6783.0000,6685.0000,6953.0000,7100.5000,7157.0000,-32.7454
01-06-18,342.0000,-14.7056,1250.4500,64.7300,74.1300,16.0300,6646.0000,1.3337,6.4651,636.1462,3.2722,6825.0000,6783.0000,6685.0000,6953.0000,7100.5000,-19.2426
01-07-18,343.0000,5.3004,1220.9500,67.6700,69.2500,15.4300,6213.0000,1.3508,6.7164,652.4070,3.2785,6646.0000,6825.0000,6783.0000,6685.0000,6953.0000,-14.7056
01-08-18,344.0000,8.8587,1202.4500,66.0300,69.7900,14.6550,6019.0000,1.3652,6.8453,656.2509,3.2896,6213.0000,6646.0000,6825.0000,6783.0000,6685.0000,5.3004
01-09-18,345.0000,-7.8824,1187.2500,68.1100,73.1100,14.3050,6180.0000,1.3877,6.8551,680.9147,3.3129,6019.0000,6213.0000,6646.0000,6825.0000,6783.0000,8.8587
01-10-18,346.0000,-1.3979,1214.9500,73.9600,65.3100,14.3400,6073.0000,1.4063,6.9191,676.8409,3.3354,6180.0000,6019.0000,6213.0000,6646.0000,6825.0000,-7.8824
01-11-18,347.0000,-27.1015,1217.5500,64.7700,50.7800,14.2350,6238.0000,1.3799,6.9367,677.6120,3.3768,6073.0000,6180.0000,6019.0000,6213.0000,6646.0000,-1.3979
01-12-18,348.0000,-15.6751,1281.6500,71.3000,45.1000,15.4650,5965.0000,1.3949,6.8837,681.9868,3.3663,6238.0000,6073.0000,6180.0000,6019.0000,6213.0000,-27.1015
01-01-19,349.0000,-38.2743,1323.2500,84.4500,53.7900,16.0750,6148.0000,1.3984,6.7863,677.0618,3.3454,5965.0000,6238.0000,6073.0000,6180.0000,6019.0000,-15.6751
01-02-19,350.0000,-90.8198,1319.1500,83.4300,57.1600,15.8150,6536.0000,1.4013,6.7367,656.3045,3.3231,6148.0000,5965.0000,6238.0000,6073.0000,6180.0000,-38.2743
01-03-19,351.0000,-83.2054,1295.4000,86.3700,60.1400,15.1000,6485.0000,1.4120,6.7119,667.6786,3.3062,6536.0000,6148.0000,5965.0000,6238.0000,6073.0000,-90.8198
01-04-19,352.0000,-70.6179,1282.3000,93.7900,63.7800,14.9850,6442.0000,1.4063,6.7161,667.3990,3.3056,6485.0000,6536.0000,6148.0000,5965.0000,6238.0000,-83.2054
01-05-19,353.0000,-41.1995,1295.5500,97.7600,53.4400,14.4800,5780.5000,1.4399,6.8519,692.0038,3.3342,6442.0000,6485.0000,6536.0000,6148.0000,5965.0000,-70.6179
01-06-19,354.0000,-28.4781,1409.0000,112.9000,58.1700,15.2200,5972.0000,1.4397,6.8977,692.4090,3.3275,5780.5000,6442.0000,6485.0000,6536.0000,6148.0000,-41.1995
01-07-19,355.0000,18.0332,1427.5500,115.5500,58.4800,16.4750,5926.0000,1.4331,6.8775,686.0595,3.2921,5972.0000,5780.5000,6442.0000,6485.0000,6536.0000,-28.4781
01-08-19,356.0000,23.8688,1528.4000,84.6400,55.0200,18.3850,5678.0000,1.4760,7.0629,713.7033,3.3793,5926.0000,5972.0000,5780.5000,6442.0000,6485.0000,18.0332
01-09-19,357.0000,36.7619,1485.3000,92.2400,54.0400,17.2550,5728.0000,1.4674,7.1137,718.4422,3.3591,5678.0000,5926.0000,5972.0000,5780.5000,6442.0000,23.8688
01-10-19,358.0000,15.5393,1510.9500,82.7500,53.9700,18.0550,5825.0000,1.4710,7.0961,721.0323,3.3615,5728.0000,5678.0000,5926.0000,5972.0000,5780.5000,36.7619
01-11-19,359.0000,-9.7302,1460.1500,86.0100,55.4200,16.9650,5854.0000,1.4648,7.0199,776.5300,3.3737,5825.0000,5728.0000,5678.0000,5926.0000,5972.0000,15.5393
01-12-19,360.0000,-12.5945,1523.0000,90.9200,61.1100,18.0450,6156.0000,1.4520,7.0137,770.3905,3.3574,5854.0000,5825.0000,5728.0000,5678.0000,5926.0000,-9.7302
01-01-20,361.0000,-80.3976,1584.2000,81.3500,51.5800,17.8850,5570.0000,1.4596,6.9184,772.6477,3.3289,6156.0000,5854.0000,5825.0000,5728.0000,5678.0000,-12.5945
01-02-20,362.0000,-122.2250,1609.8500,82.9300,44.7800,17.1850,5573.0000,1.5006,6.9967,796.3795,3.3918,5570.0000,6156.0000,5854.0000,5825.0000,5728.0000,-80.3976
01-03-20,363.0000,-95.1057,1608.9500,82.6900,20.4600,13.9300,4797.0000,1.6082,7.0205,839.3755,3.4938,5573.0000,5570.0000,6156.0000,5854.0000,5825.0000,-122.2250
01-04-20,364.0000,-84.1816,1702.7500,82.3700,18.7300,15.3350,5231.0000,1.5843,7.0708,853.3790,3.4002,4797.0000,5573.0000,5570.0000,6156.0000,5854.0000,-95.1057
01-05-20,365.0000,-114.5211,1728.7000,99.5000,35.5200,17.5900,5332.5000,1.5344,7.1016,821.8053,3.4236,5231.0000,4797.0000,5573.0000,5570.0000,6156.0000,-84.1816
01-06-20,366.0000,-29.6250,1768.1000,98.4500,39.2200,17.8450,6038.0000,1.4495,7.0816,793.7181,3.4719,5332.5000,5231.0000,4797.0000,5573.0000,5570.0000,-114.5211
01-07-20,367.0000,5.4527,1964.9000,108.9000,40.0500,24.0700,6446.5000,1.4205,7.0041,784.7291,3.5192,6038.0000,5332.5000,5231.0000,4797.0000,5573.0000,-29.6250
01-08-20,368.0000,-2.2543,1957.3500,122.5300,42.5600,27.3500,6728.0000,1.3883,6.9270,784.6619,3.5659,6446.5000,6038.0000,5332.5000,5231.0000,4797.0000,5.4527
01-09-20,369.0000,-9.5049,1886.9000,123.9800,40.0000,23.7250,6610.0000,1.3843,6.8106,773.4024,3.5570,6728.0000,6446.5000,6038.0000,5332.5000,5231.0000,-2.2543
01-10-20,370.0000,5.0508,1881.8500,120.1900,35.6200,23.6250,6694.5000,1.4043,6.7254,788.2671,3.5978,6610.0000,6728.0000,6446.5000,6038.0000,5332.5000,-9.5049
01-11-20,371.0000,-27.3543,1762.5500,129.3100,45.1500,22.1500,7674.5000,1.3755,6.6029,762.8848,3.6109,6694.5000,6610.0000,6728.0000,6446.5000,6038.0000,5.0508
01-12-20,372.0000,-22.3749,1891.1000,158.1500,48.3200,26.4850,7741.5000,1.3277,6.5393,734.7330,3.6056,7674.5000,6694.5000,6610.0000,6728.0000,6446.5000,-27.3543
01-01-21,373.0000,6.2837,1863.8000,168.1300,52.1300,27.4150,7877.0000,1.2943,6.4672,723.5560,3.6266,7741.5000,7674.5000,6694.5000,6610.0000,6728.0000,-22.3749
01-02-21,374.0000,-3.9414,1742.8500,165.6100,61.5100,26.6850,9172.5000,1.2898,6.4601,722.6265,3.6476,7877.0000,7741.5000,7674.5000,6694.5000,6610.0000,6.2837
01-03-21,375.0000,25.4050,1691.0500,166.9000,59.1400,24.0000,8850.5000,1.2970,6.5109,726.3661,3.7103,9172.5000,7877.0000,7741.5000,7674.5000,6694.5000,-3.9414
01-04-21,376.0000,45.3227,1767.6500,179.6300,63.4500,25.8750,9949.0000,1.2985,6.5186,707.8452,3.7036,8850.5000,9172.5000,7877.0000,7741.5000,7674.5000,25.4050
01-05-21,377.0000,62.8884,1899.9500,205.7300,66.2600,27.6300,10159.5000,1.2882,6.4321,712.2595,3.7764,9949.0000,8850.5000,9172.5000,7877.0000,7741.5000,45.3227
01-06-21,378.0000,61.1494,1763.1500,214.5500,73.4700,25.7650,9385.0000,1.3084,6.4250,726.5445,3.9158,10159.5000,9949.0000,8850.5000,9172.5000,7877.0000,62.8884
01-07-21,379.0000,69.2410,1825.7500,211.9900,73.8100,25.4900,9747.5000,1.3483,6.4763,750.4405,3.9445,9385.0000,10159.5000,9949.0000,8850.5000,9172.5000,61.1494
01-08-21,380.0000,84.4329,1814.8500,159.2500,68.4700,24.0400,9463.0000,1.3691,6.4768,779.8282,4.0900,9747.5000,9385.0000,10159.5000,9949.0000,8850.5000,69.2410
01-09-21,381.0000,98.3841,1742.8000,119.6500,75.2000,21.5300,9041.0000,1.3676,6.4563,783.6262,4.1106,9463.0000,9747.5000,9385.0000,10159.5000,9949.0000,84.4329
01-10-21,382.0000,109.3385,1769.1500,121.2300,83.4500,24.0100,9955.0000,1.3492,6.4172,813.9505,4.0187,9041.0000,9463.0000,9747.5000,9385.0000,10159.5000,98.3841
01-11-21,383.0000,53.6827,1804.4000,94.9700,66.0400,22.8700,9605.0000,1.3686,6.3889,812.6248,4.0233,9955.0000,9041.0000,9463.0000,9747.5000,9385.0000,109.3385
01-12-21,384.0000,54.9233,1820.1000,112.5000,75.2800,23.0900,9692.0000,1.3976,6.3693,849.1219,4.0423,9605.0000,9955.0000,9041.0000,9463.0000,9747.5000,53.6827
01-01-22,385.0000,6.9706,1795.2500,131.1500,89.0600,22.4900,9620.0000,1.3928,6.3556,822.0500,3.8935,9692.0000,9605.0000,9955.0000,9041.0000,9463.0000,54.9233
01-02-22,386.0000,10.5428,1909.8500,141.9900,95.9800,24.3500,9974.0000,1.3949,6.3436,807.0680,3.7952,9620.0000,9692.0000,9605.0000,9955.0000,9041.0000,6.9706
01-03-22,387.0000,39.1814,1942.1500,150.8400,100.4800,24.8100,10337.0000,1.3561,6.3446,799.1874,3.7429,9974.0000,9620.0000,9692.0000,9605.0000,9955.0000,10.5428
01-04-22,388.0000,28.5232,1911.3000,150.7700,104.5400,23.4400,9820.5000,1.3580,6.4310,815.1230,3.7442,10337.0000,9974.0000,9620.0000,9692.0000,9605.0000,39.1814
01-05-22,389.0000,55.9640,1838.7000,133.5100,114.3300,21.7700,9500.5000,1.4203,6.6990,849.3900,3.7615,9820.5000,10337.0000,9974.0000,9620.0000,9692.0000,28.5232
01-06-22,390.0000,34.0927,1817.0000,130.0000,107.5600,20.4100,8245.0000,1.4235,6.6952,857.7695,3.7517,9500.5000,9820.5000,10337.0000,9974.0000,9620.0000,55.9640
01-07-22,391.0000,20.2967,1753.4000,107.2200,101.0600,20.0600,7800.5000,1.4586,6.7352,953.7062,3.9071,8245.0000,9500.5000,9820.5000,10337.0000,9974.0000,34.0927
01-08-22,392.0000,-18.3646,1715.9000,104.7600,89.9900,17.9450,7721.0000,1.4366,6.8007,904.3523,3.8777,7800.5000,8245.0000,9500.5000,9820.5000,10337.0000,20.2967
01-09-22,393.0000,-13.4362,1671.7500,98.3100,79.7600,19.0200,7647.0000,1.4990,7.0195,921.0075,3.9013,7721.0000,7800.5000,8245.0000,9500.5000,9820.5000,-18.3646
01-10-22,394.0000,6.1191,1639.0000,92.4300,86.4900,19.1650,7525.0000,1.5699,7.1902,955.8947,3.9821,7647.0000,7721.0000,7800.5000,8245.0000,9500.5000,-13.4362
01-11-22,395.0000,-27.3146,1753.5000,93.2500,80.3800,21.5600,8198.0000,1.5161,7.1812,917.0529,3.8809,7525.0000,7647.0000,7721.0000,7800.5000,8245.0000,6.1191
01-12-22,396.0000,-16.0772,1812.3500,111.2800,80.1100,23.9450,8387.0000,1.4819,6.9717,875.6614,3.8346,8198.0000,7525.0000,7647.0000,7721.0000,7800.5000,-27.3146
01-01-23,397.0000,-63.3319,1923.9000,123.3700,78.9000,22.9950,9075.0000,1.4378,6.7904,826.3357,3.8358,8387.0000,8198.0000,7525.0000,7647.0000,7721.0000,-16.0772
01-02-23,398.0000,-95.8502,1824.6000,125.7500,76.8800,20.5250,8844.0000,1.4507,6.8380,798.2575,3.8439,9075.0000,8387.0000,8198.0000,7525.0000,7647.0000,-63.3319
01-03-23,399.0000,-19.5242,1979.7000,127.0600,75.6300,23.8850,8935.0000,1.4979,6.8909,809.5039,3.7823,8844.0000,9075.0000,8387.0000,8198.0000,7525.0000,-95.8502